keyword,title,time,content,url
삼성전자,"""삼성전자, 美 반도체기업 특허소송서 1천660억 원 배상 평결""",2024-11-24 17:27:43,"
자료사진
삼성전자가 특허 침해 소송에서 미국 반도체 기업 넷리스트에 1억 1천800만 달러 우리 돈 약 1천660억 원의 배상금을 지급하라는 평결을 받았다고 로이터통신이 보도했습니다.
 로이터에 따르면 현지시간으로 지난 22일 미 텍사스주 마셜 소재 연방법원 배심원단은 고성능 메모리 제품의 데이터처리 개선 기술을 둘러싼 양사의 특허 소송과 관련해 이같이 평결했습니다.
  앞서 넷리스트는 삼성전자의 클라우드 컴퓨팅 서버에 들어가는 메모리 모듈 등이 자사의 특허를 침해했다며 소송을 제기한 바 있습니다.
  하지만 삼성전자는 해당 특허는 무효이며 삼성전자의 기술은 넷리스트 발명 기술과 다르게 작동한다고 반박해 왔습니다.
  또한 삼성전자는 넷리스트가 국제표준을 따르는 데 필요한 기술에 대해 공정한 허가를 제공해야 하는 의무를 위반했다며 미 델라웨어주 연방법원에 소송을 제기한 상태입니다.
  넷리스트는 지난 2000년 LG반도체 출신인 홍춘기 대표가 설립한 회사로, 미국 캘리포니아주 어바인에 본사를 두고 있습니다.
",https://n.news.naver.com/mnews/article/214/0001388513?sid=101
삼성전자,"노동부, '방사선 피폭' 삼성전자 중대재해처벌법 조사 착수",2024-11-24 16:17:08,"
고용노동부 ""15일부터 중대재해 조사 착수""
근로복지공단, 6개월 이상 치료 필요 판단
[서울=뉴시스] 조성봉 기자 = 윤태양 삼성전자 부사장이 지난달 22일 오후 서울 여의도 국회 환경노동위원회에서 열린 근로복지공단, 한국산업안전보건공단 등에 대한 국정감사에서 의원들의 질의에 답변하고 있다. 2024.10.22. suncho21@newsis.com
[세종=뉴시스] 박영주 기자 = 지난 5월 삼성전자 기흥사업장에서 근로자 두 명이 방사선에 노출되는 사고가 발생한 가운데 고용노동부가 삼성전자에 대한 중대재해처벌법 위반 혐의 조사에 착수했다. 
고용노동부 관계자는 24일 ""근로복지공단으로부터 지난 14일 재해자 통보를 받고 다음 날 중대재해 조사에 착수했다""고 말했다.
지난 5월 삼성전자 기흥사업장에서 반도체 웨이퍼 장치를 정비하던 작업자 두 명이 방사선 피폭 피해를 당했다. 방사선 차단 장치인 '인터락'이 제대로 작동되지 않아 방사선에 그대로 노출된 것이다.
중대재해처벌법에 따르면 사망자가 1명 이상 발생, 동일한 사고로 6개월 이상 치료가 필요한 부상자가 두 명 이상 발생, 급성중독 등 대통령령으로 정하는 직업성 질병자가 1년 이내 3명 이상 발생, 동일한 사고로 2개월 이상 치료가 필요한 부상자가 10명 이상 발생, 동일한 원인으로 3개월 이상 치료가 필요한 질병자가 10명 이상 발생할 때 등을 '중대 재해'로 규정한다.
근로복지공단이 방사선 피해를 본 두 사람 모두 6개월 이상 치료가 필요한 것으로 판단함에 따라 중대재해로 전환됐다는 게 고용노동부 설명이다.
그동안 삼성전자는 해당 사고가 업무상 부상이 아닌 '질병'에 해당한다고 주장해 왔다. '질병'으로 판단되면 중대재해처벌법에 적용되지 않기 때문이다. 근로복지공단도 사고 발생 직후 삼성전자의 입장처럼 이를 질병으로 판단했으나, 고용노동부는 '부상'으로 보고 중대재해 발생 미통보 과태료 3000만원을 부과한 상태다．
",https://n.news.naver.com/mnews/article/003/0012921026?sid=102
삼성전자,"엔비디아 젠슨황 ""삼성전자 HBM 승인 위해 최대한 빨리 작업 중""",2024-11-24 10:26:32,"
젠슨 황 엔비디아 최고경영자(CEO)가 18일(현지시간) 미국 캘리포니아 새너제이에서 진행된 엔비디아 주최 연례 개발자 회의 'GTC 2024'에서 생성형 인공지능(AI) 모델을 겨냥한 차세대 그래픽처리장치(GPU) 블랙웰(제품명 B200)을 공개하고 있다. 2024.3.18. ⓒ AFP=뉴스1 ⓒ News1 김성식 기자
(서울=뉴스1) 강민경 기자 = 인공지능(AI) 칩 선두 주자 엔비디아의 젠슨 황 최고경영자(CEO)가 23일(현지시간) ""삼성전자의 인공지능(AI) 메모리 칩 납품 승인을 위해 최대한 빠르게 작업하고 있다""고 밝혔다.
홍콩 과학기술대 명예박사 학위 수여식에 참석하기 위해 홍콩을 방문 중인 황 CEO는 이날 블룸버그TV와 만나 이같이 말했다. 엔비디아는 현재 삼성전자의 5세대 고대역폭 메모리(HBM)인 HBM3E 8단과 12단에 대해 품질 검증 절차를 진행하고 있다. 
앞서 삼성전자 측은 지난달 31일 3분기 실적 콘퍼런스콜에서 ""현재 주요 고객사 퀄 테스트 과정상 중요한 단계를 완료하는 유의미한 진전을 확보했다""며 ""4분기 중 (HBM3E) 판매 확대가 가능할 것으로 전망된다""고 말했다.
다만, 블룸버그통신은 황 CEO가 최근 3분기(8∼10월) 실적 발표 이후 콘퍼런스콜에서 메모리 공급업체로 SK하이닉스와 마이크론 등을 언급했으나 삼성전자는 거론하지 않았다고 보도했다. 현재 엔비디아 AI 반도체에 들어가는 HBM은 대부분 SK하이닉스로부터 공급받고 있다.
		",https://n.news.naver.com/mnews/article/421/0007924470?sid=104
삼성전자,"전 세계 AI 보안 기술 특허, 10년새 40배↑…삼성전자 6위",2024-11-24 12:01:22,"
        전 세계 인공지능(AI) 보안 기술 특허 출원이 최근 10년 간 40배가 늘어난 것으로 집계됐다. 국내 기업 중에는 삼성전자가 특허 출원 수로 6위에 올랐다.
특허청은 2012년부터 2021년까지 한국과 미국, 일본, 중국, 유럽에 출원된 AI 보안 기술 특허 출원을 분석한 결과를 24일 발표했다. 2012년에는 전 세계 관련 특허 출원이 37건에 불과했지만, 2021년에는 1492건에 달했다.
국가별로 보면 미국이 2987건(45.9%)으로 가장 많았고, 중국이 1961건(30.2%), 한국이 492건(7.6%), 일본 225건(3.5%) 순이었다.
AI 보안 기술은 크게 두 가지 분야로 나뉜다. AI를 활용하여 해킹을 탐지하고 예방하는 ‘AI 활용 해킹 탐지 기술’과 AI 시스템에 대한 공격을 차단하는 ‘AI를 위한 보안 기술’이다. AI 활용 해킹 탐지 기술은 전체 AI 보안 기술의 85%를 차지하는 주요 기술이지만, 2019년 이후 특허 출원 증가세가 둔화됐다. 반면 AI를 위한 보안 기술은 최근 5년간 특허 출원이 연평균 68.1% 늘고 있다.
기업별로 보면 IBM, 스트롱포스와 같은 미국 기업들이 상위 10개 중 9개를 차지했다. 국내 기업 중에는 삼성전자가 6위를 기록했다. 사용자 인증 분야로만 좁혀서 보면 삼성전자와 LG전자가 각각 1위와 6위를 차지하였다.
전범재 특허청 인공지능빅데이터심사과장은 “AI의 활용과 디지털 전환이 일상화된 시대에서 AI 보안 기술은 국가 안보뿐만 아니라 우리 일상을 지키는 필수 기술”이라며 “특허청은 급성장하는 AI 보안 기술 분야에서 우리 기업이 핵심 특허를 확보할 수 있도록 산업계가 필요로 하는 특허 분석 자료를 적시에 제공하도록 노력하겠다”고 말했다.
",https://n.news.naver.com/mnews/article/366/0001034568?sid=105
삼성전자,"삼성전자 노조, 집행부 불신임 투표…'책임론' 불거져",2024-11-22 17:19:36,"
내달 6일까지 불신임 투표 진행
찬성 50% 이상시 집행부 총사퇴
[화성=뉴시스] 김종택 기자 = 삼성전자 최대 노조인 전국삼성전자노동조합(전삼노)이 총파업에 돌입한 8일 경기도 화성시 삼성전자 화성사업장 정문 앞에서 총파업 결의대회에 참가한 조합원들이 구호를 외치고 있다. 2024.07.08. jtk@newsis.com
[서울=뉴시스]이지용 기자 = 삼성전자의 최대 노조인 전국삼성전자노동조합(전삼노)이 2023·2024년 임금협약 잠정안 부결과 관련해 노조 집행부의 책임을 묻는 불신임 투표를 실시한다.
노조원들 사이에서 최근 부결된 잠정합의안에 대한 불만이 커지면서 집행부에 대한 책임론이 불거지고 있다.
22일 전삼노는 노조 홈페이지를 통해 오는 29일부터 내달 6일까지 '집행부 불신임' 투표를 진행한다고 밝혔다.
투표 결과 현 집행부 사퇴(불신임) 찬성률이 50% 이상이면 현 집행부는 총사퇴하게 된다. 전삼노 규약에는 불신임 결의는 3분의2(66.6%) 이상의 찬성으로 효력이 발생한다. 하지만 현 집행부는 2분의1(50%) 이상의 찬성 시 사임하기로 결정한 상태다.
반대로 불신임 찬성률이 50% 미만이면 현 집행부는 업무를 계속 진행하고 사측과 교섭을 재개한다.
앞서 삼성전자 노사는 지난 14일 임금협약 잠정 합의안을 도출했다. 노사는 임금인상 5.1%, 장기근속 휴가 확대, 패밀리넷 200만 포인트 전 직원 지급 등의 내용을 담은 잠정안에 합의했다.
하지만 전삼노 조합원 투표에서 이 잠정 합의안은 부결됐다. 
전삼노 노조원들은 모든 직원에게 패밀리넷 200만 포인트를 지급하는 안에 대해 크게 반발하는 것으로 알려졌다. 패밀리넷은 자사 제품을 구매할 수 있는 포인트다.
이와 함께 임금 인상률 5.1%(기본인상률 3%·성과인상률 2.1%)에 대해서도 불만이 적지 않았다는 후문이다. 물가상승률을 고려하면 이는 적은 인상폭으로 임금 산정 기준을 재검토해야 한다는 의견이 많았고 이는 반대표로 이어졌다.
임금협상이 내년으로 넘어갈 가능성이 커지면서 삼성전자 노사 교섭은 앞으로 난항을 겪을 것이라는 관측이 지배적이다. 내년이 되면 3년치(2023·2024·2025년) 임금협상을 해야 해 양측 합의는 더 어려워질 수 있다.
",https://n.news.naver.com/mnews/article/003/0012919742?sid=101
삼성전자,"오픈AI, 삼성전자에 '러브콜'...""기능 탑재 논의""",2024-11-22 08:35:09,"
챗GPT 개발사 오픈AI가 삼성전자 제품에 자사의 인공지능(AI) 기능을 탑재하는 방안을 놓고 논의했다는 외신 보도가 나왔다.
정보기술(IT) 매체 디인포메이션은 21일(현지시간) 소식통을 인용해 이같은 내용을 보도했다고 로이터 통신이 전했다.
디인포메이션은 오픈AI가 챗봇 기능을 결합한 웹브라우저를 개발하는 방안도 검토 중이라고 전했다.
구글과 오픈AI, 삼성전자 측은 로이터의 논평 요청에 입장을 밝히지 않은 상태다.
(사진=연합뉴스)
",https://n.news.naver.com/mnews/article/215/0001188762?sid=004
삼성전자,삼성전자 3Q 글로벌 TV 시장 점유율 29%…19년 연속 1위 눈앞,2024-11-20 15:25:39,"
옴디아 발표…초프리미엄 제품 시장 점유율은 49.2%
삼성전자 Neo QLED 8K 제품.(삼성전자 제공) ⓒ News1 한재준 기자
(서울=뉴스1) 한재준 기자 = 삼성전자(005930)가 프리미엄 TV 시장에서 높은 점유율을 바탕으로 19년 연속 글로벌 1위 달성을 눈앞에 두고 있다. 
20일 시장조사업체 옴디아가 발표한 '3분기 글로벌 TV 시장' 실적에 따르면 삼성전자의 3분기 시장 점유율(누적 매출 기준)은 28.7%로 1위로 집계됐다. 수량 기준 점유율도 18.1%로 1위다. 
삼성전자는 2500달러 이상 프리미엄 제품 시장에서 네오 QLED와 라이프스타일 TV 등 고가 제품을 앞세워 49.2%의 매출 점유율을 기록했다. 
75형 이상 초대형 시장에서도 점유율 29.4%(매출 기준)로 1위 자리를 지켰다. 80형 이상 초대형 시장에서는 32.7%의 매출 점유율을 기록했다. 
삼성전자는 올해 3분기 QLED와 올레드(OLED) TV를 각각 566만대, 94만대 판매했다. 
QLED TV는 3분기 누적 판매량이 1447만대로 전년 동기(1096만대) 대비 30% 증가했다. 
OLED TV 판매량은 올해 398만 대로 전년 동기(371만 대) 대비 7.3% 성장했다. 올레드 TV 시장 점유율은 27.3%로 2위다. 
한편 올해 3분기 글로벌 TV 시장 누적 매출 규모는 701억 4000만 달러로 전년 동기(701억 3900만 달러)와 비슷한 수준을 보였다. 
글로벌 TV 시장은 지난해 대비 매출 및 판매 모두 소폭 증가했지만 증가 폭이 크지 않아 정체가 지속되고 있다.
		",https://n.news.naver.com/mnews/article/421/0007918951?sid=101
삼성전자,삼성전자 바닥 다졌다?…증권가 “하방 지지선 형성” 한목소리,2024-11-18 16:55:08,"
“중장기 상승 위해선 실적 중요”
 (연합뉴스)
삼성전자가 주주가치 제고를 위해 10조원 규모 자사주 매입을 결정한 데 대해 증권가는 단기 주가 반등 계기가 될 것으로 전망했다. 중장기 주가는 실적 개선 여부를 확인해야 한다는 분석이다.
삼성전자는 지난 11월 15일 이사회를 열어 향후 1년간 총 10조원 규모 자사주를 분할 매입하는 계획을 밝혔다. 이 중 3조원어치는 18일부터 내년 2월 17일까지 3개월 이내에 장내 매수해 소각할 계획이다. 지난 2017년 9조3000억원 규모 자사주 매입 이후 7년 만이다.
이종욱 삼성증권 애널리스트는 “주가 안정을 위해 자사주를 매입했던 2014년 사례와 유사하다”며 “당시 3개월간 주가가 15.5% 하락하며 52주 신저가를 기록하고 있었으나 자사주 매입 발표 이후 3개월간 주가가 14.5% 상승했다”고 분석했다. 그러면서 “무엇보다 자사주 매입 결정으로 액면분할 전 주가 기준 110만원(현 주가 2만2000원 수준)에서는 기업 주주가치 제고 정책이 나타날 수 있다는 믿음으로 주가의 하방 지지선이 형성됐다”고 설명했다.
김동원 KB증권 애널리스트는 “2010년 이후 삼성전자 주가가 주가순자산비율(PBR) 1배를 하회한 것은 2024년을 포함하면 총 5번으로 이 중 자사주 매입 결정 후 과거 주가 추이 사례를 감안하면 삼성전자 주가는 단기 상승세를 시현하며 반등 계기로 분명히 작용했다”고 짚었다.
반면 일부 애널리스트는 “추가 하락을 억제하는 효과는 있을 것”이라면서도 주가 상승 전망에 신중한 입장이다. 특히 자사주 매입이 최근의 급락 분위기를 완전히 반전시키지는 못할 것이라는 분석이다.
류영호 NH투자증권 애널리스트는 “과거 사례를 살펴보면 자사주 매입보다는 결국 실적이 주가 방향성을 결정해왔다”며 “지속적인 주가 상승을 위해서는 단기적으로는 메모리 업황 개선, 고대역폭 메모리(HBM) 부문 개선, 어드밴스드 공정으로 빠른 전환이 필요하며 중장기적으로는 기술 경쟁력 회복 및 파운드리 부분 발전이 필요하다”고 평가했다.
김동원 애널리스트는 “중장기 관점 주가 상승 모멘텀은 내년 HBM4 주도권 확보를 통한 시장 조기 진입과 DDR4, DDR5 등 범용 메모리 재고의 뚜렷한 감소세가 될 것”이라고 말했다.
오늘 삼성전자 주가는 전일 대비 3200원(5.98%) 오른 5만6700원으로 마감했다.
",https://n.news.naver.com/mnews/article/024/0000093007?sid=101
삼성전자,"""지금 사도 될까요?""…삼성전자 10조 자사주 매입, 전문가는 이렇게 봤다",2024-11-18 09:59:12,"
삼성전자 10조원 자사주 매입
""단기 반등 가능···실적 개선 없인 한계""
삼성전자. 연합뉴스
[서울경제] 
삼성전자가 10조원 규모의 자사주 매입을 단행한다고 밝힌 가운데 증권가에서는 주가 반등의 계기가 될 것이란 전망이 나왔다. 다만 반도체 업황 회복과 실적 개선이 동반되지 않으면 지속적인 상승은 어려울 것이란 분석이다.
삼성전자는 18일부터 향후 1년간 10조원 규모의 자사주를 매입할 계획이다. 우선 3개월 동안 3조원 규모(보통주 5014만4628주, 우선주 691만2036주)의 자사주를 장내 매수해 전량 소각하기로 결정했다.
KB증권 김동원 연구원은 ""주가순자산비율(PBR) 1배를 5일 연속 하회한 후 결정된 이번 자사주 매입은 2015년(11조3000억원)과 2017년(9조3000억원) 이후 세 번째""라며 ""과거 사례를 보면 자사주 매입 이후 주가는 뚜렷한 단기 상승세를 보였다""고 분석했다.
삼성증권 이종욱 연구원은 ""이번 결정은 주가 5만원대 하방 지지선을 확인시키는 계기가 될 것""이라며 ""2014년 주가 안정화를 위한 자사주 매입과 유사한 성격""이라고 설명했다. 이어 ""장기적 주가 상승은 주당순이익 성장에 달려있으며, 기술 경쟁력 회복 과정에서 투자자 신뢰도 되찾을 것""이라고 덧붙였다.
증권가에서는 그러나 단기 반등 이상의 효과를 기대하기는 어렵다는 의견이 지배적이다. 과거 유사 사례에서도 일시적 반등에 그쳤으며, 중장기 상승의 핵심은 결국 반도체 업황 회복이었다는 분석이다.
NH투자증권 류영호 연구원은 ""자사주 매입은 주가 하방 경직성 확보에는 도움이 되나, 지속적 상승을 위해서는 메모리 업황 개선과 HBM 부문 성과, 어드밴스드 공정 전환 가속화가 필수""라고 강조했다.
일부에서는 단기 상승 효과마저 제한적일 수 있다는 관측도 제기됐다. 메리츠증권 김선우 연구원은 ""지난 15일 7% 상승한 점과 과거 대비 매입 규모가 크지 않은 점, 향후 상시 운영 여부가 불확실한 점 등이 변수""라며 ""주가 반응이 즉각적이기보다는 점진적으로 나타날 것""이라고 전망했다.
",https://n.news.naver.com/mnews/article/011/0004416522?sid=101
삼성전자,"10조 매입 효과 끝?…삼성전자, 약보합 마감[핫스탁](종합)",2024-11-19 15:50:37,"
[서울=뉴시스] 이영환 기자 = 서울 서초구 삼성전자 서초사옥. 2024.07.31. 20hwan@newsis.com
[서울=뉴시스] 박주연 기자 = 10조원대 자사주 매입 소식에 2거래일 연속 급등했던 삼성전자 주가가 19일 약보합으로 장을 마쳤다. 
삼성전자 주식은 이날 유가증권시장에서 전 거래일보다 0.71% 하락한 5만6300원에 거래를 마무리했다. 
삼성전자는 0.35% 하락한 5만6500원에 거래를 시작, 장중 한때 1.41% 오른 5만7500원까지 상승했지만 오후 들어 하락 반전했다. 
외국인이 1265억원의 주식을 순매도, 주가 하락을 이끌었다. 
삼성전자는 지난 15일 주주가치 제고를 위해 향후 1년간 10조원 규모의 자사주를 매입할 계획이라고 공시했다.
4년5개월 만에 4만원대로 내려앉았던 삼성전자 주가는 공시 당일 7.21%, 지난 16일 5.98% 각각 상승했다. 
증권가에서는 삼성전자 자사주 매입 결정이 단기적 주가 상승을 이끌 모멘텀으로 작용할 것이라고 관측하면서도 중장기적으로는 반도체 업황 회복에 따른 실적 개선이 관건이 될 것이라고 분석하고 있다.
업황 하락 사이클이 이제 막 시작된 만큼 경쟁력 회복을 확인해야 한다는 분석이다.
iM증권 송명섭 연구원은 ""업황 하락 싸이클이 이제 막 시작됐으며 삼성전자의 본원 경쟁력 회복을 확인하기까지 시간이 필요하다""며 ""주식 본격 매수 시기는 아직 아닌 것으로 판단된다""고 밝혔다.
송 연구원은 ""삼성전자의 분기 영업이익은 내년 1분기부터 하락세에 접어들 것""이라며 ""내년 1분기부터 DDR4, 낸드 가격 급락과 DDR5 하락의 개시가 발생할 것""이라고 내다봤다.
대신증권 신석환 연구원은 ""삼성전자가 우려를 하나씩 해소해 가는 중""이라며 ""4분기 주요 고객사향 8단 HBM3E 퀄 테스트 통과, 내년 1분기 8단 HBM3E 양산 개시 예정으로, 12단 HBM3E는 내년 2분기부터 양산에 돌입할 것""이라고 내다봤다.
NH투자증권 류영호 연구원은 ""삼성전자 주가는 장부가치 이하까지 가파르게 하락하며 연초대비 31.8% 하락했다""며 ""동종업계의 SK하이닉스가 25.9%, 마이크론이 16.2% 각각 상승한 것을 고려하면 큰 폭의 하락""이라고 설명했다.
류 연구원은 ""과거 사례를 살펴보면 자사주 매입 보다는 결국 실적이 주가의 방향성을 결정했다""며 ""향후 지속적 주가 상승을 위해서는 단기적으로는 메모리 업황 개선, HBM 부문의 개선, 어드밴스드 공정으로의 빠른 전환이 필요하며 중장기적으로는 기술 경쟁력 회복 및 파운드리 부분의 발전이 필요하다""고 언급했다．
",https://n.news.naver.com/mnews/article/003/0012912591?sid=101
